From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
MMP9,P14780,reviewed,MMP9_HUMAN,Matrix metalloproteinase-9 (MMP-9) (EC 3.4.24.35) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B) (GELB) [Cleaved into: 67 kDa matrix metalloproteinase-9; 82 kDa matrix metalloproteinase-9],MMP9 CLG4B,Homo sapiens (Human),707
MNDA,P41218,reviewed,MNDA_HUMAN,Myeloid cell nuclear differentiation antigen,MNDA,Homo sapiens (Human),407
MOAP1,Q96BY2,reviewed,MOAP1_HUMAN,Modulator of apoptosis 1 (MAP-1) (MAP1) (Paraneoplastic antigen Ma4),MOAP1 PNMA4,Homo sapiens (Human),351
MOG,Q16653,reviewed,MOG_HUMAN,Myelin-oligodendrocyte glycoprotein,MOG,Homo sapiens (Human),247
MPC1,Q9Y5U8,reviewed,MPC1_HUMAN,Mitochondrial pyruvate carrier 1 (Brain protein 44-like protein),MPC1 BRP44L CGI-129 HSPC040 PNAS-115,Homo sapiens (Human),109
MPHOSPH10,O00566,reviewed,MPP10_HUMAN,U3 small nucleolar ribonucleoprotein protein MPP10 (M phase phosphoprotein 10),MPHOSPH10 MPP10,Homo sapiens (Human),681
MPHOSPH8,Q99549,reviewed,MPP8_HUMAN,M-phase phosphoprotein 8 (Two hybrid-associated protein 3 with RanBPM) (Twa3),MPHOSPH8 MPP8,Homo sapiens (Human),860
MPO,P05164,reviewed,PERM_HUMAN,Myeloperoxidase (MPO) (EC 1.11.2.2) [Cleaved into: Myeloperoxidase; 89 kDa myeloperoxidase; 84 kDa myeloperoxidase; Myeloperoxidase light chain; Myeloperoxidase heavy chain],MPO,Homo sapiens (Human),745
MPP2,Q08050,reviewed,FOXM1_HUMAN,Forkhead box protein M1 (Forkhead-related protein FKHL16) (Hepatocyte nuclear factor 3 forkhead homolog 11) (HFH-11) (HNF-3/fork-head homolog 11) (M-phase phosphoprotein 2) (MPM-2 reactive phosphoprotein 2) (Transcription factor Trident) (Winged-helix factor from INS-1 cells),FOXM1 FKHL16 HFH11 MPP2 WIN,Homo sapiens (Human),763
MPRIP,Q6WCQ1,reviewed,MPRIP_HUMAN,Myosin phosphatase Rho-interacting protein (M-RIP) (Rho-interacting protein 3) (RIP3) (p116Rip),MPRIP KIAA0864 MRIP RHOIP3,Homo sapiens (Human),1025
MRM3,Q9HC36,reviewed,MRM3_HUMAN,"rRNA methyltransferase 3, mitochondrial (EC 2.1.1.-) (16S rRNA (guanosine(1370)-2'-O)-methyltransferase) (16S rRNA [Gm1370] 2'-O-methyltransferase) (RNA methyltransferase-like protein 1)",MRM3 RNMTL1 HC90,Homo sapiens (Human),420
MRPL10,Q7Z7H8,reviewed,RM10_HUMAN,"Large ribosomal subunit protein uL10m (39S ribosomal protein L10, mitochondrial) (L10mt) (MRP-L10) (39S ribosomal protein L8, mitochondrial) (L8mt) (MRP-L8)",MRPL10 MRPL8 RPML8,Homo sapiens (Human),261
MRPL45,Q9BRJ2,reviewed,RM45_HUMAN,"Large ribosomal subunit protein mL45 (39S ribosomal protein L45, mitochondrial) (L45mt) (MRP-L45)",MRPL45,Homo sapiens (Human),306
MRPS11,P82912,reviewed,RT11_HUMAN,"Small ribosomal subunit protein uS11m (28S ribosomal protein S11, mitochondrial) (MRP-S11) (S11mt) (Cervical cancer proto-oncogene 2 protein) (HCC-2)",MRPS11 RPMS11 HCC2,Homo sapiens (Human),194
MRPS22,P82650,reviewed,RT22_HUMAN,"Small ribosomal subunit protein mS22 (28S ribosomal protein S22, mitochondrial) (MRP-S22) (S22mt)",MRPS22 C3orf5 RPMS22 GK002,Homo sapiens (Human),360
MRTFB,Q9ULH7,reviewed,MRTFB_HUMAN,Myocardin-related transcription factor B (MRTF-B) (MKL/myocardin-like protein 2) (Megakaryoblastic leukemia 2),MRTFB KIAA1243 MKL2,Homo sapiens (Human),1088
MS4A1,P11836,reviewed,CD20_HUMAN,B-lymphocyte antigen CD20 (B-lymphocyte surface antigen B1) (Bp35) (Leukocyte surface antigen Leu-16) (Membrane-spanning 4-domains subfamily A member 1) (CD antigen CD20),MS4A1 CD20,Homo sapiens (Human),297
MSH6,P52701,reviewed,MSH6_HUMAN,DNA mismatch repair protein Msh6 (hMSH6) (G/T mismatch-binding protein) (GTBP) (GTMBP) (MutS protein homolog 6) (MutS-alpha 160 kDa subunit) (p160),MSH6 GTBP,Homo sapiens (Human),1360
MSN,P26038,reviewed,MOES_HUMAN,Moesin (Membrane-organizing extension spike protein),MSN,Homo sapiens (Human),577
MSRB1,Q9NZV6,reviewed,MSRB1_HUMAN,Methionine-R-sulfoxide reductase B1 (MsrB1) (EC 1.8.4.12) (EC 1.8.4.14) (Selenoprotein X) (SelX),MSRB1 SEPX1 HSPC270,Homo sapiens (Human),116
MSRB3,Q8IXL7,reviewed,MSRB3_HUMAN,Methionine-R-sulfoxide reductase B3 (MsrB3) (EC 1.8.4.12) (EC 1.8.4.14),MSRB3 UNQ1965/PRO4487,Homo sapiens (Human),192
MT-CO1,P00395,reviewed,COX1_HUMAN,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I),MT-CO1 COI COXI MTCO1,Homo sapiens (Human),513
MT-CO2,P00403,reviewed,COX2_HUMAN,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),MT-CO2 COII COX2 COXII MTCO2,Homo sapiens (Human),227
MT-ND3,P03897,reviewed,NU3M_HUMAN,NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 3),MT-ND3 MTND3 NADH3 ND3,Homo sapiens (Human),115
MT3,P25713,reviewed,MT3_HUMAN,Metallothionein-3 (MT-3) (GIFB) (GIF) (Growth inhibitory factor) (Metallothionein-III) (MT-III),MT3,Homo sapiens (Human),68
MTURN,Q8N3F0,reviewed,MTURN_HUMAN,Maturin (Maturin neural progenitor differentiation regulator protein homolog) (Protein Ells1),MTURN C7orf41,Homo sapiens (Human),131
MXD1,Q05195,reviewed,MAD1_HUMAN,Max dimerization protein 1 (Max dimerizer 1) (Protein MAD),MXD1 MAD,Homo sapiens (Human),221
MYH10,P35580,reviewed,MYH10_HUMAN,"Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)",MYH10,Homo sapiens (Human),1976
MYO1C,O00159,reviewed,MYO1C_HUMAN,Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb),MYO1C,Homo sapiens (Human),1063
MYO1G,B0I1T2,reviewed,MYO1G_HUMAN,Unconventional myosin-Ig [Cleaved into: Minor histocompatibility antigen HA-2 (mHag HA-2)],MYO1G HA2,Homo sapiens (Human),1018
MYO5A,Q9Y4I1,reviewed,MYO5A_HUMAN,"Unconventional myosin-Va (Dilute myosin heavy chain, non-muscle) (Myosin heavy chain 12) (Myosin-12) (Myoxin)",MYO5A MYH12,Homo sapiens (Human),1855
MYO6,Q9UM54,reviewed,MYO6_HUMAN,Unconventional myosin-VI (Unconventional myosin-6),MYO6 KIAA0389,Homo sapiens (Human),1294
NACAD,O15069,reviewed,NACAD_HUMAN,NAC-alpha domain-containing protein 1,NACAD KIAA0363,Homo sapiens (Human),1562
NACC1,Q96RE7,reviewed,NACC1_HUMAN,Nucleus accumbens-associated protein 1 (NAC-1) (BTB/POZ domain-containing protein 14B),NACC1 BTBD14B NAC1,Homo sapiens (Human),527
NADK2,Q4G0N4,reviewed,NAKD2_HUMAN,"NAD kinase 2, mitochondrial (EC 2.7.1.23) (Mitochondrial NAD kinase) (NAD kinase domain-containing protein 1, mitochondrial)",NADK2 C5orf33 MNADK NADKD1,Homo sapiens (Human),442
NAE1,Q13564,reviewed,ULA1_HUMAN,"NEDD8-activating enzyme E1 regulatory subunit (Amyloid beta precursor protein-binding protein 1, 59 kDa) (APP-BP1) (Amyloid protein-binding protein 1) (Proto-oncogene protein 1)",NAE1 APPBP1 HPP1,Homo sapiens (Human),534
NAGK,Q9UJ70,reviewed,NAGK_HUMAN,N-acetyl-D-glucosamine kinase (N-acetylglucosamine kinase) (EC 2.7.1.59) (GlcNAc kinase) (Muramyl dipeptide kinase) (EC 2.7.1.-) (N-acetyl-D-mannosamine kinase) (EC 2.7.1.60),NAGK,Homo sapiens (Human),344
NALF1,B1AL88,reviewed,NALF1_HUMAN,NALCN channel auxiliary factor 1 (Transmembrane protein FAM155A),NALF1 FAM155A NLF-1,Homo sapiens (Human),458
NAPG,Q99747,reviewed,SNAG_HUMAN,Gamma-soluble NSF attachment protein (SNAP-gamma) (N-ethylmaleimide-sensitive factor attachment protein gamma),NAPG SNAPG,Homo sapiens (Human),312
NARS1,O43776,reviewed,SYNC_HUMAN,"Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS) (Asparaginyl-tRNA synthetase 1)",NARS1 NARS NRS,Homo sapiens (Human),548
NAV1,Q8NEY1,reviewed,NAV1_HUMAN,Neuron navigator 1 (Pore membrane and/or filament-interacting-like protein 3) (Steerin-1) (Unc-53 homolog 1) (unc53H1),NAV1 KIAA1151 KIAA1213 POMFIL3 STEERIN1,Homo sapiens (Human),1877
NBEA,Q8NFP9,reviewed,NBEA_HUMAN,Neurobeachin (Lysosomal-trafficking regulator 2) (Protein BCL8B),NBEA BCL8B KIAA1544 LYST2,Homo sapiens (Human),2946
NCAM1,P13591,reviewed,NCAM1_HUMAN,Neural cell adhesion molecule 1 (N-CAM-1) (NCAM-1) (CD antigen CD56),NCAM1 NCAM,Homo sapiens (Human),858
NCAN,O14594,reviewed,NCAN_HUMAN,Neurocan core protein (Chondroitin sulfate proteoglycan 3),NCAN CSPG3 NEUR,Homo sapiens (Human),1321
NCAPH2,Q6IBW4,reviewed,CNDH2_HUMAN,Condensin-2 complex subunit H2 (Chromosome-associated protein H2) (hCAP-H2) (Kleisin-beta) (Non-SMC condensin II complex subunit H2),NCAPH2 CAPH2,Homo sapiens (Human),605
NCBP1,Q09161,reviewed,NCBP1_HUMAN,Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit),NCBP1 CBP80 NCBP,Homo sapiens (Human),790
NCDN,Q9UBB6,reviewed,NCDN_HUMAN,Neurochondrin,NCDN KIAA0607,Homo sapiens (Human),729
NCEH1,Q6PIU2,reviewed,NCEH1_HUMAN,Neutral cholesterol ester hydrolase 1 (NCEH) (EC 3.1.1.-) (Acetylalkylglycerol acetylhydrolase) (2-acetyl MAGE hydrolase) (EC 3.1.1.71) (Arylacetamide deacetylase-like 1),NCEH1 AADACL1 KIAA1363,Homo sapiens (Human),408
NCF1,P14598,reviewed,NCF1_HUMAN,Neutrophil cytosol factor 1 (NCF-1) (47 kDa autosomal chronic granulomatous disease protein) (47 kDa neutrophil oxidase factor) (NCF-47K) (Neutrophil NADPH oxidase factor 1) (Nox organizer 2) (Nox-organizing protein 2) (SH3 and PX domain-containing protein 1A) (p47-phox),NCF1 NOXO2 SH3PXD1A,Homo sapiens (Human),390
NCF2,P19878,reviewed,NCF2_HUMAN,Neutrophil cytosol factor 2 (NCF-2) (67 kDa neutrophil oxidase factor) (NADPH oxidase activator 2) (Neutrophil NADPH oxidase factor 2) (p67-phox),NCF2 NOXA2 P67PHOX,Homo sapiens (Human),526
NCKAP1,Q9Y2A7,reviewed,NCKP1_HUMAN,Nck-associated protein 1 (NAP 1) (Membrane-associated protein HEM-2) (p125Nap1),NCKAP1 HEM2 KIAA0587 NAP1,Homo sapiens (Human),1128
NCS1,P62166,reviewed,NCS1_HUMAN,Neuronal calcium sensor 1 (NCS-1) (Frequenin homolog) (Frequenin-like protein) (Frequenin-like ubiquitous protein),NCS1 FLUP FREQ,Homo sapiens (Human),190
NDRG2,Q9UN36,reviewed,NDRG2_HUMAN,Protein NDRG2 (N-myc downstream-regulated gene 2 protein) (Protein Syld709613),NDRG2 KIAA1248 SYLD,Homo sapiens (Human),371
NDRG3,Q9UGV2,reviewed,NDRG3_HUMAN,Protein NDRG3 (N-myc downstream-regulated gene 3 protein),NDRG3,Homo sapiens (Human),375
NDRG4,Q9ULP0,reviewed,NDRG4_HUMAN,Protein NDRG4 (Brain development-related molecule 1) (N-myc downstream-regulated gene 4 protein) (Vascular smooth muscle cell-associated protein 8) (SMAP-8),NDRG4 BDM1 KIAA1180,Homo sapiens (Human),352
NDUFA1,O15239,reviewed,NDUA1_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1 (Complex I-MWFE) (CI-MWFE) (NADH-ubiquinone oxidoreductase MWFE subunit),NDUFA1,Homo sapiens (Human),70
NDUFA7,O95182,reviewed,NDUA7_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 (Complex I-B14.5a) (CI-B14.5a) (NADH-ubiquinone oxidoreductase subunit B14.5a),NDUFA7,Homo sapiens (Human),113
NDUFA8,P51970,reviewed,NDUA8_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 (Complex I-19kD) (CI-19kD) (Complex I-PGIV) (CI-PGIV) (NADH-ubiquinone oxidoreductase 19 kDa subunit),NDUFA8,Homo sapiens (Human),172
NDUFAF3,Q9BU61,reviewed,NDUF3_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,NDUFAF3 C3orf60,Homo sapiens (Human),184
NDUFB3,O43676,reviewed,NDUB3_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Complex I-B12) (CI-B12) (NADH-ubiquinone oxidoreductase B12 subunit),NDUFB3,Homo sapiens (Human),98
NDUFB4,O95168,reviewed,NDUB4_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 (Complex I-B15) (CI-B15) (NADH-ubiquinone oxidoreductase B15 subunit),NDUFB4,Homo sapiens (Human),129
NDUFB5,O43674,reviewed,NDUB5_HUMAN,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Complex I-SGDH) (CI-SGDH) (NADH-ubiquinone oxidoreductase SGDH subunit)",NDUFB5,Homo sapiens (Human),189
NDUFC1,O43677,reviewed,NDUC1_HUMAN,"NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial (Complex I-KFYI) (CI-KFYI) (NADH-ubiquinone oxidoreductase KFYI subunit)",NDUFC1,Homo sapiens (Human),76
NDUFS2,O75306,reviewed,NDUS2_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)",NDUFS2,Homo sapiens (Human),463
NDUFS3,O75489,reviewed,NDUS3_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)",NDUFS3,Homo sapiens (Human),264
NDUFV1,P49821,reviewed,NDUV1_HUMAN,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (NDUFV1) (EC 7.1.1.2) (Complex I-51kD) (CI-51kD) (NADH dehydrogenase flavoprotein 1) (NADH-ubiquinone oxidoreductase 51 kDa subunit)",NDUFV1 UQOR1,Homo sapiens (Human),464
NDUFV2,P19404,reviewed,NDUV2_HUMAN,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (NDUFV2) (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)",NDUFV2,Homo sapiens (Human),249
NDUFV3,P56181,reviewed,NDUV3_HUMAN,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial (Complex I-9kD) (CI-9kD) (NADH-ubiquinone oxidoreductase 9 kDa subunit) (Renal carcinoma antigen NY-REN-4)",NDUFV3,Homo sapiens (Human),108
NECAB1,Q8N987,reviewed,NECA1_HUMAN,N-terminal EF-hand calcium-binding protein 1 (EF-hand calcium-binding protein 1) (Neuronal calcium-binding protein 1),NECAB1 EFCBP1,Homo sapiens (Human),351
NECAB2,Q7Z6G3,reviewed,NECA2_HUMAN,N-terminal EF-hand calcium-binding protein 2 (EF-hand calcium-binding protein 2) (Neuronal calcium-binding protein 2) (Synaptotagmin-interacting protein 2) (Stip-2),NECAB2 EFCBP2,Homo sapiens (Human),386
NEFH,P12036,reviewed,NFH_HUMAN,Neurofilament heavy polypeptide (NF-H) (200 kDa neurofilament protein) (Neurofilament triplet H protein),NEFH KIAA0845 NFH,Homo sapiens (Human),1026
NEFL,P07196,reviewed,NFL_HUMAN,Neurofilament light polypeptide (NF-L) (68 kDa neurofilament protein) (Neurofilament triplet L protein),NEFL NF68 NFL,Homo sapiens (Human),543
NEFM,P07197,reviewed,NFM_HUMAN,Neurofilament medium polypeptide (NF-M) (160 kDa neurofilament protein) (Neurofilament 3) (Neurofilament triplet M protein),NEFM NEF3 NFM,Homo sapiens (Human),916
NEK3,P51956,reviewed,NEK3_HUMAN,Serine/threonine-protein kinase Nek3 (EC 2.7.11.1) (HSPK 36) (Never in mitosis A-related kinase 3) (NimA-related protein kinase 3),NEK3,Homo sapiens (Human),506
NELFE,P18615,reviewed,NELFE_HUMAN,Negative elongation factor E (NELF-E) (RNA-binding protein RD),NELFE RD RDBP,Homo sapiens (Human),380
NES,P48681,reviewed,NEST_HUMAN,Nestin,NES Nbla00170,Homo sapiens (Human),1621
NEURL1,O76050,reviewed,NEUL1_HUMAN,E3 ubiquitin-protein ligase NEURL1 (EC 2.3.2.27) (Neuralized-like protein 1A) (h-neu) (h-neuralized 1) (RING finger protein 67) (RING-type E3 ubiquitin transferase NEURL1),NEURL1 NEURL NEURL1A RNF67,Homo sapiens (Human),574
NEUROD6,Q96NK8,reviewed,NDF6_HUMAN,Neurogenic differentiation factor 6 (NeuroD6) (Class A basic helix-loop-helix protein 2) (bHLHa2) (Protein atonal homolog 2),NEUROD6 ATOH2 BHLHA2 My051,Homo sapiens (Human),337
NFASC,O94856,reviewed,NFASC_HUMAN,Neurofascin,NFASC KIAA0756,Homo sapiens (Human),1347
NFATC1,O95644,reviewed,NFAC1_HUMAN,"Nuclear factor of activated T-cells, cytoplasmic 1 (NF-ATc1) (NFATc1) (NFAT transcription complex cytosolic component) (NF-ATc) (NFATc)",NFATC1 NFAT2 NFATC,Homo sapiens (Human),943
NFATC2,Q13469,reviewed,NFAC2_HUMAN,"Nuclear factor of activated T-cells, cytoplasmic 2 (NF-ATc2) (NFATc2) (NFAT pre-existing subunit) (NF-ATp) (T-cell transcription factor NFAT1)",NFATC2 NFAT1 NFATP,Homo sapiens (Human),925
NFE2,Q16621,reviewed,NFE2_HUMAN,"Transcription factor NF-E2 45 kDa subunit (Leucine zipper protein NF-E2) (Nuclear factor, erythroid-derived 2 45 kDa subunit) (p45 NF-E2)",NFE2,Homo sapiens (Human),373
NFIA,Q12857,reviewed,NFIA_HUMAN,Nuclear factor 1 A-type (NF1-A) (Nuclear factor 1/A) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/A) (NF-I/A) (NFI-A) (TGGCA-binding protein),NFIA KIAA1439,Homo sapiens (Human),509
NFKB1,P19838,reviewed,NFKB1_HUMAN,Nuclear factor NF-kappa-B p105 subunit (DNA-binding factor KBF1) (EBP-1) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1) [Cleaved into: Nuclear factor NF-kappa-B p50 subunit],NFKB1,Homo sapiens (Human),968
NFKB2,Q00653,reviewed,NFKB2_HUMAN,Nuclear factor NF-kappa-B p100 subunit (DNA-binding factor KBF2) (H2TF1) (Lymphocyte translocation chromosome 10 protein) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2) (Oncogene Lyt-10) (Lyt10) [Cleaved into: Nuclear factor NF-kappa-B p52 subunit],NFKB2 LYT10,Homo sapiens (Human),900
NFKBIZ,Q9BYH8,reviewed,IKBZ_HUMAN,NF-kappa-B inhibitor zeta (I-kappa-B-zeta) (IkB-zeta) (IkappaBzeta) (IL-1 inducible nuclear ankyrin-repeat protein) (INAP) (Molecule possessing ankyrin repeats induced by lipopolysaccharide) (MAIL),NFKBIZ IKBZ INAP MAIL,Homo sapiens (Human),718
NFS1,Q9Y697,reviewed,NFS1_HUMAN,Cysteine desulfurase (EC 2.8.1.7),NFS1 NIFS HUSSY-08,Homo sapiens (Human),457
NID2,Q14112,reviewed,NID2_HUMAN,Nidogen-2 (NID-2) (Osteonidogen),NID2,Homo sapiens (Human),1375
NIPSNAP2,O75323,reviewed,NIPS2_HUMAN,Protein NipSnap homolog 2 (NipSnap2) (Glioblastoma-amplified sequence),NIPSNAP2 GBAS,Homo sapiens (Human),286
NKAIN3,Q8N8D7,reviewed,NKAI3_HUMAN,Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 3 (Na(+)/K(+)-transporting ATPase subunit beta-1-interacting protein 3) (Protein FAM77D),NKAIN3 FAM77D,Homo sapiens (Human),197
NLGN1,Q8N2Q7,reviewed,NLGN1_HUMAN,Neuroligin-1,NLGN1 KIAA1070,Homo sapiens (Human),863
NLGN3,Q9NZ94,reviewed,NLGN3_HUMAN,Neuroligin-3 (Gliotactin homolog),NLGN3 KIAA1480 NL3,Homo sapiens (Human),848
NLRP1,Q9C000,reviewed,NLRP1_HUMAN,"NACHT, LRR and PYD domains-containing protein 1 (EC 3.4.-.-) (EC 3.6.4.-) (Caspase recruitment domain-containing protein 7) (Death effector filament-forming ced-4-like apoptosis protein) (Nucleotide-binding domain and caspase recruitment domain) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1, C-terminus (NLRP1-CT); NACHT, LRR and PYD domains-containing protein 1, N-terminus (NLRP1-NT)]",NLRP1 CARD7 DEFCAP KIAA0926 NAC NALP1,Homo sapiens (Human),1473
NNT,Q13423,reviewed,NNTM_HUMAN,"NAD(P) transhydrogenase, mitochondrial (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase) (Pyridine nucleotide transhydrogenase)",NNT,Homo sapiens (Human),1086
NOL3,O60936,reviewed,NOL3_HUMAN,Nucleolar protein 3 (Apoptosis repressor with CARD) (Muscle-enriched cytoplasmic protein) (Myp) (Nucleolar protein of 30 kDa) (Nop30),NOL3 ARC NOP,Homo sapiens (Human),208
NONO,Q15233,reviewed,NONO_HUMAN,"Non-POU domain-containing octamer-binding protein (NonO protein) (54 kDa nuclear RNA- and DNA-binding protein) (p54(nrb)) (p54nrb) (55 kDa nuclear protein) (NMT55) (DNA-binding p52/p100 complex, 52 kDa subunit)",NONO NRB54,Homo sapiens (Human),471
NOS1,P29475,reviewed,NOS1_HUMAN,"Nitric oxide synthase 1 (EC 1.14.13.39) (Constitutive NOS) (NC-NOS) (NOS type I) (Neuronal NOS) (N-NOS) (nNOS) (Nitric oxide synthase, brain) (bNOS) (Peptidyl-cysteine S-nitrosylase NOS1)",NOS1,Homo sapiens (Human),1434
NPAS3,Q8IXF0,reviewed,NPAS3_HUMAN,Neuronal PAS domain-containing protein 3 (Neuronal PAS3) (Basic-helix-loop-helix-PAS protein MOP6) (Class E basic helix-loop-helix protein 12) (bHLHe12) (Member of PAS protein 6) (PAS domain-containing protein 6),NPAS3 BHLHE12 MOP6 PASD6,Homo sapiens (Human),933
NPLOC4,Q8TAT6,reviewed,NPL4_HUMAN,Nuclear protein localization protein 4 homolog (Protein NPL4),NPLOC4 KIAA1499 NPL4,Homo sapiens (Human),608
NPM2,Q86SE8,reviewed,NPM2_HUMAN,Nucleoplasmin-2,NPM2,Homo sapiens (Human),214
NPTX1,Q15818,reviewed,NPTX1_HUMAN,Neuronal pentraxin-1 (NP1) (Neuronal pentraxin I) (NP-I),NPTX1,Homo sapiens (Human),432
NR3C2,P08235,reviewed,MCR_HUMAN,Mineralocorticoid receptor (MR) (Nuclear receptor subfamily 3 group C member 2),NR3C2 MCR MLR,Homo sapiens (Human),984
NRGN,Q92686,reviewed,NEUG_HUMAN,Neurogranin (Ng) (RC3) [Cleaved into: NEUG(55-78)],NRGN,Homo sapiens (Human),78
NRP2,O60462,reviewed,NRP2_HUMAN,Neuropilin-2 (Vascular endothelial cell growth factor 165 receptor 2),NRP2 VEGF165R2,Homo sapiens (Human),931
NSD2,O96028,reviewed,NSD2_HUMAN,Histone-lysine N-methyltransferase NSD2 (EC 2.1.1.357) (Multiple myeloma SET domain-containing protein) (MMSET) (Nuclear SET domain-containing protein 2) (Protein trithorax-5) (Wolf-Hirschhorn syndrome candidate 1 protein),NSD2 KIAA1090 MMSET TRX5 WHSC1,Homo sapiens (Human),1365
NSF,P46459,reviewed,NSF_HUMAN,Vesicle-fusing ATPase (EC 3.6.4.6) (N-ethylmaleimide-sensitive fusion protein) (NEM-sensitive fusion protein) (Vesicular-fusion protein NSF),NSF,Homo sapiens (Human),744
NSG2,Q9Y328,reviewed,NSG2_HUMAN,Neuronal vesicle trafficking-associated protein 2 (Neuron-specific protein family member 2) (Protein p19) (Hmp19),NSG2 CALY3,Homo sapiens (Human),171
NSRP1,Q9H0G5,reviewed,NSRP1_HUMAN,Nuclear speckle splicing regulatory protein 1 (Coiled-coil domain-containing protein 55) (Nuclear speckle-related protein 70) (NSrp70),NSRP1 CCDC55 NSRP70,Homo sapiens (Human),558
NTM,Q9P121,reviewed,NTRI_HUMAN,Neurotrimin (hNT) (IgLON family member 2),NTM IGLON2 NT UNQ297/PRO337,Homo sapiens (Human),344
NTRK2,Q16620,reviewed,NTRK2_HUMAN,BDNF/NT-3 growth factors receptor (EC 2.7.10.1) (GP145-TrkB) (Trk-B) (Neurotrophic tyrosine kinase receptor type 2) (TrkB tyrosine kinase) (Tropomyosin-related kinase B),NTRK2 TRKB,Homo sapiens (Human),822
NUCB2,P80303,reviewed,NUCB2_HUMAN,Nucleobindin-2 (DNA-binding protein NEFA) (Epididymis secretory protein Li 109) (Gastric cancer antigen Zg4) (Prepronesfatin) [Cleaved into: Nesfatin-1],NUCB2 NEFA,Homo sapiens (Human),420
NUDCD3,Q8IVD9,reviewed,NUDC3_HUMAN,NudC domain-containing protein 3,NUDCD3 KIAA1068,Homo sapiens (Human),361
NUMA1,Q14980,reviewed,NUMA1_HUMAN,Nuclear mitotic apparatus protein 1 (Nuclear matrix protein-22) (NMP-22) (Nuclear mitotic apparatus protein) (NuMA protein) (SP-H antigen),NUMA1 NMP22 NUMA,Homo sapiens (Human),2115
NUP43,Q8NFH3,reviewed,NUP43_HUMAN,Nucleoporin Nup43 (Nup107-160 subcomplex subunit Nup43) (p42),NUP43,Homo sapiens (Human),380
NUP50,Q9UKX7,reviewed,NUP50_HUMAN,Nuclear pore complex protein Nup50 (50 kDa nucleoporin) (Nuclear pore-associated protein 60 kDa-like) (Nucleoporin Nup50),NUP50 NPAP60L PRO1146,Homo sapiens (Human),468
OGDHL,Q9ULD0,reviewed,OGDHL_HUMAN,"2-oxoglutarate dehydrogenase-like, mitochondrial (EC 1.2.4.2) (2-oxoglutarate dehydrogenase complex component E1-like) (OGDC-E1-like) (Alpha-ketoglutarate dehydrogenase-like)",OGDHL KIAA1290,Homo sapiens (Human),1010
OLIG2,Q13516,reviewed,OLIG2_HUMAN,Oligodendrocyte transcription factor 2 (Oligo2) (Class B basic helix-loop-helix protein 1) (bHLHb1) (Class E basic helix-loop-helix protein 19) (bHLHe19) (Protein kinase C-binding protein 2) (Protein kinase C-binding protein RACK17),OLIG2 BHLHB1 BHLHE19 PRKCBP2 RACK17,Homo sapiens (Human),323
